Ticker,Timestamp,Price,Pivot,Ext%,Intraday_RVOL,Verdict
BETA,13:40:16,2332.6,2250.0,3.67,2.4,⚠️ BREAKOUT EXTENDED,2332.6,2109.6,2460.6,2671.2,ATR Estimate,5.5,14.5,0.57,1,2332.6,223.0,4.67,,1 Trading Day,Reassess at 4 trading days.,Tier 2 — Institutional Accumulation,4.7/10,7.0/10,90.7
LICI,13:41:44,445.2,442.8,0.54,2.33,⚠️ BREAKOUT EXTENDED,445.2,434.21,455.69,468.57,ATR Estimate,2.4,5.2,0.95,22,9794.4,241.78,19.59,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.6/10,3.7/10,N/A
AKUMS,13:43:34,690.0,671.35,2.78,1.95,⚠️ BREAKOUT EXTENDED,690.0,650.4,702.77,734.19,ATR Estimate,1.9,6.4,0.32,6,4140.0,237.6,8.28,,1 Trading Day,Reassess at 4 trading days.,Tier 2 — Institutional Accumulation,5.8/10,7.0/10,89.4
AARVI,14:06:34,159.65,154.7,3.2,4.09,⚠️ BREAKOUT EXTENDED,159.65,146.27,167.35,179.99,ATR Estimate,4.8,12.7,0.58,18,2873.7,240.84,5.75,,1 Trading Day,Reassess at 4 trading days.,Tier 2 — Institutional Accumulation,5.0/10,7.0/10,83.3
KARURVYSYA,14:07:49,307.9,307.6,0.1,2.24,🔥 VALID BREAKOUT,307.9,299.17,320.24,332.88,ATR Estimate,4.0,8.1,1.41,28,8621.2,244.44,17.24,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.5/10,5.8/10,N/A
NORTHARC,14:11:17,324.65,323.2,0.45,2.34,🔥 VALID BREAKOUT,324.65,310.53,342.2,361.21,ATR Estimate,5.4,11.3,1.24,17,5519.05,240.04,11.04,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.2/10,0.1/10,N/A
NORTHARC,14:12:49,324.1,323.2,0.28,3.46,⚠️ FAKEOUT TRAP (Selling Wick),324.1,310.53,342.2,361.21,ATR Estimate,5.6,11.5,1.33,18,5833.8,244.26,11.67,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.2/10,0.1/10,N/A
INDOTECH,14:20:40,3304.3,3300.0,0.13,3.95,⚠️ FAKEOUT TRAP (Selling Wick),3304.3,3148.2,3527.7,3755.4,ATR Estimate,6.8,13.7,1.43,1,3304.3,156.1,6.61,,1 Trading Day,Reassess at 4 trading days.,Tier 2 — Institutional Accumulation,5.3/10,7.0/10,98.8
SBILIFE,14:21:50,1857.7,1855.0,0.15,2.31,🔥 VALID BREAKOUT,1857.7,1816.97,1912.04,1969.08,ATR Estimate,2.9,6.0,1.33,5,9288.5,203.65,18.58,⚠️ Units capped at 20% concentration limit.,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.7/10,8.0/10,N/A
UFBL,14:25:08,747.3,735.0,1.67,2.0,⚠️ BREAKOUT EXTENDED,747.3,699.43,788.36,841.72,ATR Estimate,5.5,12.6,0.86,5,3736.5,239.35,7.47,,1 Trading Day,Reassess at 4 trading days.,Tier 2 — Institutional Accumulation,5.3/10,7.0/10,99.6
NH,14:42:24,2026.1,2025.1,0.05,4.18,🔥 VALID BREAKOUT,2026.1,1974.67,2100.74,2176.37,ATR Estimate,3.7,7.4,1.45,4,8104.4,205.72,16.21,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.6/10,4.5/10,N/A
NH,14:47:03,2030.9,2025.1,0.29,1.82,⚠️ FAKEOUT TRAP (Selling Wick),2030.9,1974.67,2100.74,2176.37,ATR Estimate,3.4,7.2,1.24,4,8123.6,224.92,16.25,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.6/10,4.5/10,N/A
TMB,14:48:35,795.35,794.2,0.14,10.74,🔥 VALID BREAKOUT,795.35,767.83,833.75,873.3,ATR Estimate,4.8,9.8,1.4,9,7158.15,247.68,14.32,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.8/10,4.5/10,N/A
MEGASTAR,14:54:10,382.0,377.0,1.33,6.86,⚠️ BREAKOUT EXTENDED,382.0,362.11,399.34,421.67,ATR Estimate,4.5,10.4,0.87,12,4584.0,238.68,9.17,,1 Trading Day,Reassess at 4 trading days.,Tier 2 — Institutional Accumulation,5.0/10,7.0/10,91.6
MEGASTAR,14:59:13,377.0,377.0,0.0,31.6,⚠️ FAKEOUT TRAP (Selling Wick),377.0,362.11,399.34,421.67,ATR Estimate,5.9,11.8,1.5,16,6032.0,238.24,12.06,,1 Trading Day,Reassess at 4 trading days.,Tier 2 — Institutional Accumulation,5.0/10,7.0/10,91.6
TMB,15:02:27,798.0,794.2,0.48,6.48,⚠️ FAKEOUT TRAP (Selling Wick),798.0,767.83,833.75,873.3,ATR Estimate,4.5,9.4,1.18,8,6384.0,241.36,12.77,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.8/10,4.5/10,N/A
NYKAA,15:04:35,330.25,325.5,1.46,2.13,⚠️ BREAKOUT EXTENDED,330.25,317.75,337.12,348.74,ATR Estimate,2.1,5.6,0.55,20,6605.0,250.0,13.21,,1 Trading Day,Reassess at 4 trading days.,Tier 2 — Institutional Accumulation,4.7/10,7.0/10,84.5
AARVI,15:08:03,155.6,154.7,0.58,2.08,⚠️ FAKEOUT TRAP (Selling Wick),155.6,146.27,167.35,179.99,ATR Estimate,7.6,15.7,1.26,26,4045.6,242.58,8.09,,1 Trading Day,Reassess at 4 trading days.,Tier 2 — Institutional Accumulation,5.0/10,7.0/10,83.3
SBILIFE,15:09:13,1861.3,1855.0,0.34,2.86,⚠️ FAKEOUT TRAP (Selling Wick),1861.3,1816.97,1912.04,1969.08,ATR Estimate,2.7,5.8,1.14,5,9306.5,221.65,18.61,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.7/10,8.0/10,N/A
GANDHAR,15:09:40,204.24,195.8,4.31,3.46,⚠️ BREAKOUT EXTENDED,204.24,188.26,207.11,218.41,ATR Estimate,1.4,6.9,0.18,15,3063.6,239.7,6.13,,1 Trading Day,Reassess at 4 trading days.,Tier 2 — Institutional Accumulation,5.5/10,7.0/10,86.0
EQUITASBNK,15:12:51,82.08,82.05,0.04,2.42,🔥 VALID BREAKOUT,82.08,79.47,85.93,89.8,ATR Estimate,4.7,9.4,1.48,95,7797.6,247.95,15.6,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.5/10,1.1/10,N/A
KTKBANK,15:14:01,276.55,275.0,0.56,4.98,🔥 VALID BREAKOUT,276.55,268.07,285.39,295.79,ATR Estimate,3.2,7.0,1.04,29,8019.95,245.92,16.04,,2 Trading Days,Reassess at 8 trading days.,Tier 1 — Ready to Monitor Daily,6.7/10,7.1/10,N/A
INDHOTEL,15:14:22,753.6,752.8,0.11,2.04,🔥 VALID BREAKOUT,753.6,738.42,774.37,795.94,ATR Estimate,2.8,5.6,1.37,13,9796.8,197.34,19.59,⚠️ Units capped at 20% concentration limit.,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.5/10,3.1/10,N/A
SUDARSCHEM,15:16:05,996.05,988.9,0.72,2.94,🔥 VALID BREAKOUT,996.05,956.27,1037.85,1086.8,ATR Estimate,4.2,9.1,1.05,6,5976.3,238.68,11.95,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,4.5/10,0.3/10,N/A
EQUITASBNK,15:17:43,82.08,82.05,0.04,2.12,⚠️ FAKEOUT TRAP (Selling Wick),82.08,79.47,85.93,89.8,ATR Estimate,4.7,9.4,1.48,95,7797.6,247.95,15.6,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.5/10,1.1/10,N/A
SUDARSCHEM,15:17:45,1001.0,988.9,1.22,9.32,⚠️ BREAKOUT EXTENDED,1001.0,956.27,1037.85,1086.8,ATR Estimate,3.7,8.6,0.82,5,5005.0,223.65,10.01,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,4.5/10,0.3/10,N/A
KAPSTON,15:19:40,417.1,392.25,6.34,1.85,⚠️ BREAKOUT EXTENDED,417.1,373.42,420.49,448.73,ATR Estimate,0.8,7.6,0.08,5,2085.5,218.4,4.17,,1 Trading Day,Reassess at 4 trading days.,Tier 2 — Institutional Accumulation,4.7/10,7.0/10,93.7
TMB,15:28:53,807.0,800.15,0.86,3.36,⚠️ BREAKOUT EXTENDED,807.0,773.59,840.0,879.84,ATR Estimate,4.1,9.0,0.99,7,5649.0,233.87,11.3,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.8/10,4.5/10,N/A
AAVAS,15:29:06,1531.9,1530.8,0.07,3.48,⚠️ FAKEOUT TRAP (Selling Wick),1531.9,1489.01,1593.49,1656.17,ATR Estimate,4.0,8.1,1.44,5,7659.5,214.45,15.32,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,4.5/10,3.5/10,N/A
PVRINOX,12:14:28,Master Terminal,1025.0,1019.0,0.59,1.95,🔥 VALID BREAKOUT,1025.0,993.22,1057.67,1096.34,ATR Estimate,3.2,7.0,1.03,5,5125.0,158.9,14.64,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.5/10,8.2/10,
PVRINOX,12:19:06,Master Terminal,1026.0,1019.0,0.69,3.61,⚠️ BREAKOUT EXTENDED,1026.0,993.22,1057.67,1096.34,ATR Estimate,3.1,6.9,0.97,5,5130.0,163.9,14.66,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.5/10,8.2/10,
PVRINOX,12:25:02,Master Terminal,1019.2,1019.0,0.02,6.99,⚠️ FAKEOUT TRAP (Selling Wick),1019.2,993.22,1057.67,1096.34,ATR Estimate,3.8,7.6,1.48,6,6115.2,155.88,17.47,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.5/10,8.2/10,
ASAHIINDIA,12:29:52,Master Terminal,930.55,929.0,0.17,6.22,🔥 VALID BREAKOUT,930.55,897.41,976.38,1023.76,ATR Estimate,4.9,10.0,1.38,5,4652.75,165.7,13.29,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,5.9/10,1.8/10,
LAURUSLABS,12:33:07,Earnings Gap Scanner,1555.8,1551.6,0.27,2.19,🔥 VALID BREAKOUT,1555.8,1512.81,1609.78,1667.97,ATR Estimate,3.5,7.2,1.26,4,6223.2,171.96,17.78,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Earnings Setup — 🔵 WATCH,Silent Setup,0.1/10,100
MPHASIS,12:49:41,Master Terminal,2405.0,2402.8,0.09,4.94,🔥 VALID BREAKOUT,2405.0,2331.68,2509.48,2616.17,ATR Estimate,4.3,8.8,1.42,2,4810.0,146.64,13.74,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 3 — Weak RS,4.9/10,2.7/10,
BEML,12:54:09,Master Terminal,1874.7,1867.0,0.41,1.9,🔥 VALID BREAKOUT,1874.7,1807.63,1956.06,2045.11,ATR Estimate,4.3,9.1,1.21,2,3749.4,134.14,10.71,,1 Trading Day,Reassess at 4 trading days.,Tier 3 — Weak RS,4.9/10,6.8/10,
BEML,12:57:04,Master Terminal,1873.0,1867.0,0.32,1.86,⚠️ FAKEOUT TRAP (Selling Wick),1873.0,1807.63,1956.06,2045.11,ATR Estimate,4.4,9.2,1.27,2,3746.0,130.74,10.7,,1 Trading Day,Reassess at 4 trading days.,Tier 3 — Weak RS,4.9/10,6.8/10,
KTKBANK,13:07:19,Master Terminal,278.8,277.5,0.47,4.96,🔥 VALID BREAKOUT,278.8,270.51,287.99,298.48,ATR Estimate,3.3,7.1,1.11,21,5854.8,174.09,16.73,,2 Trading Days,Reassess at 8 trading days.,Tier 1 — Ready to Monitor Daily,6.7/10,7.1/10,
JBMA,13:12:14,Master Terminal,701.1,695.95,0.74,25.87,🔥 VALID BREAKOUT,701.1,675.0,727.37,758.79,ATR Estimate,3.7,8.2,1.01,6,4206.6,156.6,12.02,,3 Trading Days,Hard review at 9 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.7/10,5.3/10,
JBMA,13:13:47,Master Terminal,702.05,695.95,0.88,46.04,⚠️ BREAKOUT EXTENDED,702.05,675.0,727.37,758.79,ATR Estimate,3.6,8.1,0.94,6,4212.3,162.3,12.04,,3 Trading Days,Hard review at 9 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.7/10,5.3/10,
JBMA,13:18:19,Master Terminal,698.05,695.95,0.3,3.82,⚠️ FAKEOUT TRAP (Selling Wick),698.05,675.0,727.37,758.79,ATR Estimate,4.2,8.7,1.27,7,4886.35,161.35,13.96,,3 Trading Days,Hard review at 9 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.7/10,5.3/10,
NEOGEN,13:26:03,Master Terminal,2117.1,2106.0,0.53,12.41,🔥 VALID BREAKOUT,2117.1,2029.76,2220.36,2334.71,ATR Estimate,4.9,10.3,1.18,2,4234.2,174.68,12.1,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.4/10,1.4/10,
BAJAJ-AUTO,13:49:46,Master Terminal,10299.5,10298.0,0.01,1.9,🔥 VALID BREAKOUT,10299.5,10079.68,10625.48,10952.95,ATR Estimate,3.2,6.3,1.48,0,0,0,0,Position too small for capital/risk combination.,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,6.3/10,8.0/10,
GLENMARK,13:49:48,Master Terminal,2316.0,2304.1,0.52,2.04,🔥 VALID BREAKOUT,2316.0,2249.03,2386.7,2469.3,ATR Estimate,3.1,6.6,1.06,2,4632.0,133.94,13.23,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.9/10,7.4/10,
GLENMARK,13:54:18,Master Terminal,2320.7,2304.1,0.72,1.96,⚠️ BREAKOUT EXTENDED,2320.7,2249.03,2386.7,2469.3,ATR Estimate,2.8,6.4,0.92,2,4641.4,143.34,13.26,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.9/10,7.4/10,
SHYAMMETL,14:08:08,Master Terminal,1023.65,1002.8,2.08,1.97,⚠️ BREAKOUT EXTENDED,1023.65,977.23,1041.16,1079.51,ATR Estimate,1.7,5.5,0.38,3,3070.95,139.26,8.77,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.8/10,6.9/10,
BAJAJ-AUTO,14:17:01,Master Terminal,10379.5,10298.0,0.79,4.29,⚠️ BREAKOUT EXTENDED,10379.5,10079.68,10625.48,10952.95,ATR Estimate,2.4,5.5,0.82,0,0,0,0,Position too small for capital/risk combination.,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,6.3/10,8.0/10,
SBILIFE,14:17:06,Master Terminal,1859.5,1855.0,0.24,2.62,⚠️ FAKEOUT TRAP (Selling Wick),1859.5,1816.97,1912.04,1969.08,ATR Estimate,2.8,5.9,1.24,3,5578.5,127.59,15.94,⚠️ Units capped at 20% concentration limit.,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,5.7/10,8.0/10,
CONCORDBIO,14:17:24,Master Terminal,1337.0,1336.2,0.06,3.02,⚠️ FAKEOUT TRAP (Selling Wick),1337.0,1293.44,1400.34,1464.48,ATR Estimate,4.7,9.5,1.45,4,5348.0,174.24,15.28,,3 Trading Days,Hard review at 9 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,3.8/10,3.7/10,
BAJAJ-AUTO,14:18:35,Master Terminal,10396.0,10358.0,0.37,4.53,🔥 VALID BREAKOUT,10396.0,10139.45,10685.83,11013.66,ATR Estimate,2.8,5.9,1.13,0,0,0,0,Position too small for capital/risk combination.,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,6.4/10,4.5/10,
EQUITASBNK,14:19:04,Master Terminal,83.1,83.0,0.12,1.93,⚠️ FAKEOUT TRAP (Selling Wick),83.1,80.35,86.97,90.94,ATR Estimate,4.7,9.4,1.41,90,7479.0,247.5,14.96,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.5/10,1.7/10,
CONCORDBIO,14:19:08,Master Terminal,1336.4,1336.2,0.01,4.22,⚠️ FAKEOUT TRAP (Selling Wick),1336.4,1295.71,1396.93,1457.66,ATR Estimate,4.5,9.1,1.49,6,8018.4,244.14,16.04,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,3.9/10,3.9/10,
INDNIPPON,14:22:35,Hybrid Alpha (SOVEREIGN_ALPHA_V24),1226.7,1223.7,0.25,4.35,🔥 VALID BREAKOUT,1226.7,1193.11,1269.59,1315.48,ATR Estimate,3.5,7.2,1.28,7,8586.9,235.13,17.17,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.7/10,7.0/10,91.2
INDNIPPON,14:27:43,Hybrid Alpha (SOVEREIGN_ALPHA_V24),1231.8,1223.7,0.66,2.58,⚠️ BREAKOUT EXTENDED,1231.8,1193.11,1269.59,1315.48,ATR Estimate,3.1,6.8,0.98,6,7390.8,232.14,14.78,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.7/10,7.0/10,91.2
DCBBANK,14:28:48,Master Terminal,193.27,192.34,0.48,3.11,🔥 VALID BREAKOUT,193.27,186.82,200.62,208.9,ATR Estimate,3.8,8.1,1.14,38,7344.26,245.1,14.69,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,6.5/10,3.2/10,
SSWL,14:29:13,Master Terminal,253.2,250.49,1.08,14.01,⚠️ BREAKOUT EXTENDED,253.2,242.5,262.48,274.46,ATR Estimate,3.7,8.4,0.87,23,5823.6,246.1,11.65,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,5.6/10,3.2/10,
CONCORDBIO,14:29:23,Master Terminal,1339.8,1336.2,0.27,2.42,🔥 VALID BREAKOUT,1339.8,1295.71,1396.93,1457.66,ATR Estimate,4.3,8.8,1.3,5,6699.0,220.45,13.4,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,3.9/10,3.9/10,
GNA,14:29:25,Hybrid Alpha (SOVEREIGN_ALPHA_V24),527.0,519.95,1.36,2.31,⚠️ BREAKOUT EXTENDED,527.0,506.95,539.45,558.95,ATR Estimate,2.4,6.1,0.62,12,6324.0,240.6,12.65,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.8/10,7.0/10,89.7
BANDHANBNK,14:32:47,Master Terminal,213.22,212.9,0.15,2.16,⚠️ FAKEOUT TRAP (Selling Wick),213.22,205.51,223.98,235.06,ATR Estimate,5.0,10.2,1.4,32,6823.04,246.72,13.65,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.2/10,4.2/10,
IBULLSLTD,14:33:02,Hybrid Alpha (SOVEREIGN_ALPHA_V24),31.11,31.11,0.0,2.86,⚠️ FAKEOUT TRAP (Selling Wick),31.11,30.33,32.28,33.44,ATR Estimate,3.8,7.5,1.5,320,9955.2,249.6,19.91,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.8/10,7.0/10,98.5
NAZARA,14:36:18,Master Terminal,311.75,309.95,0.58,7.01,🔥 VALID BREAKOUT,311.75,301.15,323.15,336.36,ATR Estimate,3.7,7.9,1.08,23,7170.25,243.8,14.34,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 3 — Weak RS,5.0/10,5.3/10,
GNA,14:38:09,Hybrid Alpha (SOVEREIGN_ALPHA_V24),525.7,523.95,0.33,1.98,🔥 VALID BREAKOUT,525.7,510.85,543.6,563.25,ATR Estimate,3.4,7.1,1.21,16,8411.2,237.6,16.82,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.8/10,7.0/10,89.7
NAZARA,14:39:42,Master Terminal,312.85,309.95,0.94,17.82,⚠️ BREAKOUT EXTENDED,312.85,301.15,323.15,336.36,ATR Estimate,3.3,7.5,0.88,21,6569.85,245.7,13.14,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 3 — Weak RS,5.0/10,5.3/10,
NAZARA,14:43:12,Master Terminal,311.05,309.95,0.35,2.45,⚠️ FAKEOUT TRAP (Selling Wick),311.05,301.15,323.15,336.36,ATR Estimate,3.9,8.1,1.22,25,7776.25,247.5,15.55,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 3 — Weak RS,5.0/10,5.3/10,
CONCORDBIO,14:48:25,Master Terminal,1350.0,1338.3,0.87,2.99,⚠️ BREAKOUT EXTENDED,1350.0,1297.75,1399.13,1459.95,ATR Estimate,3.6,8.1,0.94,4,5400.0,209.0,10.8,,2 Trading Days,Hard review at 6 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,3.9/10,3.9/10,
PVRINOX,14:49:39,Master Terminal,1030.0,1028.55,0.14,5.47,🔥 VALID BREAKOUT,1030.0,1003.66,1065.89,1103.22,ATR Estimate,3.5,7.1,1.36,9,9270.0,237.06,18.54,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.6/10,5.5/10,
HESTERBIO,14:53:32,Hybrid Alpha (SOVEREIGN_ALPHA_V24),2545.0,2545.0,0.0,273.11,⚠️ FAKEOUT TRAP (Selling Wick),2545.0,2481.38,2640.44,2735.88,ATR Estimate,3.8,7.5,1.5,3,7635.0,190.86,15.27,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.8/10,7.0/10,94.1
MOTILALOFS,14:54:42,Master Terminal,983.35,982.95,0.04,3.38,🔥 VALID BREAKOUT,983.35,958.38,1019.81,1056.67,ATR Estimate,3.7,7.5,1.46,10,9833.5,249.7,19.67,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.9/10,4.3/10,
BANDHANBNK,14:54:57,Master Terminal,214.01,213.1,0.43,2.14,🔥 VALID BREAKOUT,214.01,205.71,224.19,235.28,ATR Estimate,4.8,9.9,1.23,30,6420.3,249.0,12.84,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 2 — Institutional Accumulation,6.2/10,4.2/10,
MOTILALOFS,14:58:05,Master Terminal,985.75,982.95,0.28,7.45,⚠️ FAKEOUT TRAP (Selling Wick),985.75,958.38,1019.81,1056.67,ATR Estimate,3.5,7.2,1.24,9,8871.75,246.33,17.74,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.9/10,4.3/10,
EMAMILTD,15:02:09,Master Terminal,427.65,427.35,0.07,6.3,⚠️ FAKEOUT TRAP (Selling Wick),427.65,415.85,444.59,461.84,ATR Estimate,4.0,8.0,1.44,21,8980.65,247.8,17.96,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,4.2/10,6.1/10,
KTKBANK,15:03:18,Master Terminal,278.85,278.85,0.0,4.79,🔥 VALID BREAKOUT,278.85,271.63,289.68,300.52,ATR Estimate,3.9,7.8,1.5,34,9480.9,245.48,18.96,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,6.7/10,5.5/10,
EMAMILTD,15:03:52,Master Terminal,427.8,427.35,0.11,8.77,🔥 VALID BREAKOUT,427.8,415.85,444.59,461.84,ATR Estimate,3.9,8.0,1.41,20,8556.0,239.0,17.11,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,4.2/10,6.1/10,
KTKBANK,15:10:03,Master Terminal,279.3,278.85,0.16,5.12,⚠️ FAKEOUT TRAP (Selling Wick),279.3,271.63,289.68,300.52,ATR Estimate,3.7,7.6,1.35,32,8937.6,245.44,17.88,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,6.7/10,5.5/10,
NEOGEN,15:14:07,Master Terminal,2141.0,2133.5,0.35,4.01,⚠️ FAKEOUT TRAP (Selling Wick),2141.0,2053.92,2252.87,2372.24,ATR Estimate,5.2,10.8,1.28,2,4282.0,174.16,8.56,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.5/10,2.4/10,
IBULLSLTD,15:14:15,Hybrid Alpha (SOVEREIGN_ALPHA_V24),31.11,31.11,0.0,3.56,🔥 VALID BREAKOUT,31.11,30.33,32.28,33.44,ATR Estimate,3.8,7.5,1.5,320,9955.2,249.6,19.91,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.8/10,7.0/10,98.5
NEOGEN,15:19:31,Master Terminal,2164.9,2133.5,1.47,6.73,⚠️ BREAKOUT EXTENDED,2164.9,2053.92,2252.87,2372.24,ATR Estimate,4.1,9.6,0.79,2,4329.8,221.96,8.66,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.5/10,2.4/10,
UNIVASTU,15:26:31,Hybrid Alpha (SOVEREIGN_ALPHA_V24),104.64,104.64,0.0,2.74,⚠️ FAKEOUT TRAP (Selling Wick),104.64,102.02,108.56,112.49,ATR Estimate,3.7,7.5,1.5,95,9940.8,248.9,19.88,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.7/10,7.0/10,90.8
GREAVESCOT,10:58:14,Hybrid Alpha (SOVEREIGN_ALPHA_V24),271.44,270.0,0.53,3.69,🔥 VALID BREAKOUT,271.44,263.25,280.12,290.25,ATR Estimate,3.2,6.9,1.06,30,8143.2,245.7,16.29,,1 Trading Day,Reassess at 4 trading days.,Tier 1 — Ready to Monitor Daily,9.9/10,7.0/10,91.7
ADANIGREEN,11:11:29,Master Terminal,1611.3,1585.6,1.62,1.88,⚠️ BREAKOUT EXTENDED,1611.3,1536.45,1659.33,1733.06,ATR Estimate,3.0,7.6,0.64,3,4833.9,224.55,9.67,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,6.7/10,3.9/10,
ADANIENT,11:12:05,Master Terminal,3213.6,3195.0,0.58,2.06,🔥 VALID BREAKOUT,3213.6,3098.83,3339.25,3483.51,ATR Estimate,3.9,8.4,1.09,2,6427.2,229.54,12.85,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,❌ BROKEN / EXTENDED STRUCTURE,6.3/10,1.8/10,
ARSSBL,11:17:05,Master Terminal,588.0,584.1,0.67,10.44,🔥 VALID BREAKOUT,588.0,566.58,610.38,636.67,ATR Estimate,3.8,8.3,1.04,11,6468.0,235.62,12.94,,1 Trading Day,Hard review at 3 trading days — lower conviction setup.,Tier 1 — Ready to Monitor Daily,5.0/10,2.9/10,
